-104.5899986,-102.3224377,-99.95195049,-96.63836333,-96.32674362,-102.3623798,-100.773289,-97.19628261,-98.97659114,-101.1584471,-104.911723,-104.4587429,-100.5027716,-101.1297775,-102.9701187,-104.6871173,-101.1206815,-99.62639685,-103.2625026,-104.4916783,-104.2728574,-105.22218,-103.525016,-104.581732,-106.1859013,-105.8046501,-103.2323358,-100.6494576,-97.79930033,-96.47309847,-95.46972406,-96.14704597,-97.3797457,-97.59172752,-97.72973406,-97.65470543,-97.28629198,-98.23359299,-98.88508821,-98.36766288
-103.7100947,-101.4867836,-100.5352702,-97.62893596,-97.01687159,-103.0629,-100.781149,-97.35571067,-100.3480356,-102.8097794,-105.5473734,-104.816515,-100.9213536,-101.1463283,-103.9764438,-104.9677423,-101.7588578,-100.5559222,-103.8981612,-104.8852928,-104.8132456,-105.5432644,-104.227289,-105.0939175,-106.3284243,-106.1312794,-104.0353174,-100.97658,-97.80914621,-96.14647696,-94.70635749,-95.46996138,-97.36836132,-97.31778789,-97.31484401,-97.52426836,-97.2223415,-97.81746044,-98.84457194,-98.96251759
-105.712984,-102.5441407,-101.5497878,-98.99971351,-98.4947306,-103.7852173,-99.71198513,-96.33163135,-99.88469022,-104.0594393,-106.7036146,-105.3729909,-100.1045525,-100.4729603,-104.3878766,-106.2822127,-104.4973952,-103.1383174,-104.7635392,-104.3580046,-104.1600747,-105.3736784,-104.7891797,-105.9358161,-106.6882656,-106.3067256,-105.5289932,-102.755656,-98.79481928,-96.38499872,-94.8762196,-95.83562619,-97.77023738,-97.72741057,-97.74563588,-97.61904288,-96.88290044,-97.43060184,-98.38735479,-98.09714613
-107.0155506,-103.8575733,-101.8835666,-98.55825166,-98.0557119,-104.4328353,-102.3891676,-99.12545522,-101.7702134,-104.8043587,-107.6461819,-106.073281,-102.3062088,-102.6597827,-106.018821,-107.9656482,-107.3570775,-106.5276673,-107.1418675,-107.1184693,-106.5565792,-107.2195541,-106.8070599,-107.7355333,-108.216063,-107.27993,-103.9793778,-102.4704574,-99.07872312,-96.1292216,-94.75212495,-95.31341184,-97.08179069,-97.06285391,-97.49654092,-97.53961867,-97.16709588,-97.52471425,-98.43634942,-98.106531
-107.7378587,-104.5412549,-101.8857913,-97.95106651,-97.45665777,-104.2174864,-102.9142065,-99.53013875,-101.3408971,-103.8789194,-108.1621617,-106.6601564,-102.6109932,-103.3038675,-105.8495206,-107.9140886,-107.9041262,-106.6210754,-107.134702,-106.7964717,-106.6084544,-107.4084319,-107.2361076,-107.7891636,-108.4936575,-107.362764,-102.9491202,-101.9935781,-98.77443898,-95.17933231,-93.55057888,-94.58495866,-96.09449285,-95.76154856,-96.36483944,-96.88148953,-97.11467381,-97.28009068,-97.7156905,-97.43494042
-107.7398883,-104.4846543,-102.0889343,-98.1202348,-97.65812404,-104.2832562,-102.6883376,-99.41620254,-101.8239642,-104.2156015,-107.9753402,-106.5860295,-102.3328338,-102.5547927,-104.2804623,-107.2869335,-107.4671819,-106.794171,-107.3888658,-106.5582684,-105.5698547,-107.2516908,-107.5012392,-107.9093492,-108.5430542,-107.3423361,-103.0268233,-101.8470439,-98.8746036,-95.4877886,-93.7585446,-94.68896086,-96.44926278,-96.23950798,-96.70193009,-97.02745815,-96.75676705,-97.38815676,-97.94241005,-98.05060101
-107.4457934,-104.4896518,-101.8344841,-97.82946614,-96.98719184,-103.5774041,-102.9982059,-99.9448633,-101.8340059,-104.0873475,-107.9115034,-106.5088414,-102.9126857,-103.2937361,-105.1302021,-107.5459736,-107.4630794,-106.7399191,-107.0379829,-106.214946,-105.7640367,-107.3905382,-107.4426566,-107.9212629,-108.3029156,-107.1207014,-102.6631775,-101.6937843,-98.74226014,-95.16041245,-93.69044169,-94.34681982,-96.20181017,-96.24704125,-96.66091334,-96.82234145,-96.49254313,-96.99268747,-97.57298582,-97.63473087
-107.7886149,-104.5419961,-101.6194277,-97.61602233,-97.28340913,-103.9254426,-102.9872229,-99.61698932,-101.5836008,-104.1709964,-107.7790527,-106.3434171,-102.2702334,-102.7680523,-105.0433229,-107.3868392,-107.4243627,-106.4615576,-106.9610995,-106.0975484,-105.4329516,-106.8677882,-107.4391579,-107.8416431,-108.0279359,-107.2802018,-102.8160221,-101.6128333,-98.62118357,-95.20431053,-93.83015127,-94.39006381,-96.20789558,-96.24303607,-96.41768144,-97.02527412,-96.64666187,-96.82494614,-97.54194716,-97.71069529
-107.4117216,-104.3279472,-101.7694821,-97.7390237,-96.84026281,-103.4537583,-102.8127873,-99.41450332,-101.4520069,-103.9528937,-107.3043479,-106.0539428,-102.1484786,-102.5237348,-105.0204042,-107.2619273,-107.5681386,-106.4678852,-106.8385144,-106.2319119,-105.4792958,-107.0142374,-106.6904844,-107.3327489,-108.0267276,-106.9935184,-102.6856671,-101.6359348,-98.68354819,-95.09221671,-93.35162916,-94.28464598,-96.28468386,-96.23302258,-96.17783978,-96.68549732,-96.51550521,-97.01045306,-97.48519084,-97.28529605
-107.5079349,-104.295268,-101.8438713,-97.92902012,-96.97214979,-103.2348738,-102.2149883,-99.27952245,-101.8242524,-104.0705186,-107.8762436,-106.2003919,-102.2398338,-102.7140417,-106.2897829,-107.7938242,-107.6259224,-106.9105968,-107.0693275,-107.0954338,-106.6010124,-106.9229447,-106.7078512,-107.156414,-107.7333236,-107.0381997,-102.8880711,-101.7191231,-98.56561444,-95.29586447,-93.75859486,-94.18055928,-96.10190087,-96.30034103,-96.29178136,-96.76563753,-96.40862559,-96.78006294,-97.52378287,-97.69826225
