-101.867931,-101.6942252,-104.1905408,-103.9499452,-104.286329,-102.2634439,-101.1633153,-102.9135831,-104.5451094,-105.3332133,-102.9049587,-91.93238111,-87.39018149,-89.68308828,-95.51298252,-104.0818956,-101.6653606,-94.39229605,-95.11594514,-103.0104192,-103.326455,-102.8094205,-104.7680546,-103.4298763,-101.1319606,-102.4674128,-102.1894872,-100.2957598,-101.2239541,-100.3728417,-101.1574046,-100.2664972,-93.56980347,-95.425652,-100.7505564,-100.4516634,-98.56176985,-91.86338263,-90.24739125,-97.03729778
-99.67315492,-99.49409737,-103.4629944,-103.6666908,-104.7170059,-102.9285097,-101.8572397,-101.8498283,-105.0426154,-105.7461367,-102.4509354,-93.97175166,-89.68693296,-90.44970666,-95.4343507,-103.4929069,-101.9390363,-95.29265007,-95.12193095,-102.5488547,-103.12507,-102.6385891,-104.1166759,-102.660812,-101.193473,-102.6247196,-101.623253,-99.97301528,-102.530217,-100.864375,-101.7753857,-100.2619915,-92.92555017,-95.03416636,-100.2151226,-99.32125118,-97.40323428,-90.97597695,-89.64103592,-97.44271807
-99.40313462,-94.59519689,-97.73726354,-104.8088064,-104.6415863,-101.4448686,-101.6915531,-103.7178085,-105.9927676,-105.7115178,-102.4991425,-91.16965465,-86.27210827,-89.03776655,-95.45134335,-103.2218395,-101.1216555,-94.7652736,-95.16931997,-101.5646011,-101.9313665,-101.2278013,-104.2812673,-102.6076836,-99.36846822,-100.7493697,-100.2461685,-100.5836766,-102.8573149,-100.4411446,-101.5573131,-99.83601032,-92.41243251,-94.52539763,-100.42655,-100.2984996,-99.16012554,-90.18746779,-87.81998323,-95.94515336
-102.5683048,-102.180963,-105.2026416,-105.7781552,-106.7496014,-103.5894035,-103.2151693,-104.6813274,-106.6767181,-106.3544706,-103.5650865,-94.43831586,-89.75885915,-90.54772219,-94.84872959,-104.079704,-103.2258153,-97.3089909,-98.22300772,-103.8949683,-103.4054116,-103.3967716,-106.0757234,-103.4562602,-101.4539453,-102.6920104,-102.225213,-101.5079474,-103.9321167,-101.4701759,-102.2484058,-100.9742572,-94.18046454,-96.17620756,-101.9760447,-101.5297029,-100.3808689,-93.18082054,-90.96616698,-98.22395918
-102.7131516,-102.6886005,-104.6804582,-105.3987196,-107.2376225,-106.0109383,-104.3527204,-104.1392443,-105.785767,-105.537665,-102.5019188,-95.80040084,-91.03297586,-90.91984062,-95.34517075,-104.0693158,-103.0748374,-97.35456727,-97.37427923,-103.4106161,-104.1258849,-103.8035638,-105.3982301,-103.6689986,-102.8577254,-103.6271526,-103.194004,-101.2377744,-103.7236717,-101.5062427,-101.8576167,-100.9982988,-94.14985359,-96.29712084,-102.4262756,-100.3784335,-99.53438942,-93.75387243,-91.50966368,-98.67620922
-102.9523482,-102.3252248,-103.9576148,-105.2667026,-106.576471,-105.7901136,-105.0584436,-105.3753779,-106.2505769,-105.0504573,-102.6055656,-96.26928549,-91.90477054,-91.77747743,-95.75162905,-104.0702837,-103.6206327,-98.06478673,-98.29702464,-104.5246949,-104.6763935,-104.0143378,-103.9283466,-103.3660801,-103.2760649,-103.910201,-103.3360771,-100.3796842,-100.947315,-101.2980494,-102.1699776,-101.4232038,-94.23068142,-96.17906201,-102.4584115,-101.2379017,-100.0140347,-93.61814529,-91.59305634,-98.89306959
-102.4874149,-101.9820635,-104.5350405,-105.3658041,-106.7377814,-105.6344481,-104.7164506,-105.069963,-106.1292189,-105.0162156,-102.3714367,-96.9638125,-92.20282695,-91.25966929,-94.90564219,-104.1716609,-103.680054,-98.10134755,-98.22043589,-103.9729976,-104.8059867,-104.189922,-104.1887197,-102.9398676,-102.718301,-103.5159037,-103.2938415,-100.5718668,-101.9517827,-101.4211077,-102.2908767,-101.4183775,-94.47217029,-96.38381201,-102.0393285,-100.7233298,-99.64639015,-94.29517305,-91.98241858,-98.41359863
-102.8581571,-100.8571671,-103.5656543,-105.2603848,-106.3194839,-105.4147631,-104.0825649,-104.6648183,-106.3754224,-105.1376563,-102.3537047,-96.29229219,-92.03909316,-91.91062134,-95.80697044,-103.7175879,-102.8973309,-98.24833527,-98.45362319,-104.4766514,-104.7416073,-104.1178515,-104.533695,-103.3853215,-103.1960759,-103.6051986,-102.9305919,-100.1674583,-101.5626084,-101.1813383,-102.5509541,-101.5115245,-94.55593495,-96.58237983,-102.1962814,-100.8234964,-99.8091513,-93.96273213,-91.81749414,-98.65812917
-102.1302513,-100.340142,-103.5678022,-105.0004446,-106.7525592,-105.1702478,-103.0519163,-102.7876735,-105.540139,-104.7495494,-102.1646651,-96.08903635,-91.95317818,-91.53659024,-95.50756521,-104.0199829,-103.150826,-97.37977012,-97.49220616,-102.6276807,-103.6878913,-103.6359868,-103.7210149,-102.6841376,-102.5793083,-103.3209695,-102.7246244,-100.2802271,-101.7543341,-101.2731223,-102.1233214,-101.4262082,-94.39125879,-96.0513647,-101.9833712,-100.0584095,-99.51680456,-93.89984442,-91.73751147,-98.66166897
-102.3796309,-101.7856716,-103.5949546,-104.8663343,-106.471107,-105.3230289,-104.9633727,-105.2703944,-106.0002244,-104.6179084,-101.8934396,-95.86167029,-91.17231615,-91.15106586,-95.55656608,-103.2879435,-102.5819735,-97.10023659,-96.75760364,-102.2278608,-103.76704,-103.5250759,-104.9479262,-102.7384212,-102.3921734,-103.2231903,-102.413553,-100.8423097,-103.6764308,-101.0325148,-101.3389109,-100.7235603,-93.93340006,-96.1501593,-101.6708991,-99.75072915,-99.24502406,-93.64937552,-91.49082795,-98.47883354
